"hive";"internal";"external";"board";"temp1";"temp2";"temp3";"temp4";"temp5";"operational";"panel";"cell";"weight";"latitude";"longitude";"altitude";"temperature";"pressure";"humidity";"rain_level";"wind_direction";"wind_speed";"wind_speed_mean";"wind_speed_max";"wind_direction_at_max_speed";"flow";"date"
"AAA00354976091004203";3357;1043;1081;;;;;;0;12055;4299;27213;45.7275;9.7126;297;;;;;;;;;;10;"2023-04-13 16:06:17+02"
"AAA00354976091004203";3361;1037;1068;;;;;;0;12055;4299;27140;45.7275;9.7126;297;;;;;;;;;;4;"2023-04-13 16:21:21+02"
"AAA00354976091004203";3359;1025;1062;;;;;;0;12055;4292;27140;45.7275;9.7126;297;;;;;;;;;;0;"2023-04-13 16:36:27+02"
"AAA00354976091004203";3369;1012;1062;;;;;;0;12055;4292;27067;45.7275;9.7126;297;;;;;;;;;;0;"2023-04-13 16:51:29+02"
"AAA00354976091004203";3364;1006;1050;;;;;;0;12055;4292;27067;45.7275;9.7126;297;;;;;;;;;;0;"2023-04-13 17:06:33+02"
"AAA00354976091004203";3360;993;1043;;;;;;0;12055;4299;26994;45.7275;9.7126;297;;;;;;;;;;0;"2023-04-13 17:21:37+02"
"AAA00354976091004203";3357;1000;1043;;;;;;0;12055;4292;26922;45.7275;9.7126;297;;;;;;;;;;0;"2023-04-13 17:36:40+02"
"AAA00354976091004203";3367;993;1043;;;;;;0;12055;4299;26994;45.7275;9.7126;297;;;;;;;;;;0;"2023-04-13 17:51:48+02"
"AAA00354976091004203";3364;987;1037;;;;;;0;12055;4292;26994;45.7275;9.7126;297;;;;;;;;;;0;"2023-04-13 18:06:52+02"
"AAA00354976091004203";3370;987;1037;;;;;;0;12055;4286;26849;45.7275;9.7126;297;;;;;;;;;;0;"2023-04-13 18:21:55+02"
"AAA00354976091004203";3365;981;1031;;;;;;0;12055;4292;26922;45.7275;9.7126;297;;;;;;;;;;0;"2023-04-13 18:36:59+02"
"AAA00354976091004203";3365;975;1031;;;;;;0;12055;4299;26994;45.7275;9.7127;295;;;;;;;;;;0;"2023-04-13 18:52:05+02"
"AAA00354976091004203";3358;981;1025;;;;;;0;12055;4292;26849;45.7275;9.7127;295;;;;;;;;;;0;"2023-04-13 19:07:09+02"
"AAA00354976091004203";3361;981;1106;;;;;;0;12120;4292;26849;45.7275;9.7127;295;;;;;;;;;;0;"2023-04-13 19:22:13+02"
"AAA00354976091004203";3358;975;1037;;;;;;0;12055;4292;26994;45.7275;9.7127;295;;;;;;;;;;0;"2023-04-13 19:37:16+02"
