"hive";"internal";"external";"board";"temp1";"temp2";"temp3";"temp4";"temp5";"operational";"panel";"cell";"weight";"latitude";"longitude";"altitude";"temperature";"pressure";"humidity";"rain_level";"wind_direction";"wind_speed";"wind_speed_mean";"wind_speed_max";"wind_direction_at_max_speed";"flow";"date"
"AAA00354976091004203";1698;1562;1618;;;;;;0;12055;4299;15559;45.7275;9.7127;294;;;;;;;;;;0;"2023-04-01 22:52:17+02"
"AAA00354976091004203";1669;1531;1581;;;;;;0;12055;4299;15486;45.7275;9.7127;294;;;;;;;;;;0;"2023-04-01 23:07:21+02"
"AAA00354976091004203";1641;1506;1550;;;;;;0;12055;4292;15632;45.7275;9.7127;294;;;;;;;;;;0;"2023-04-01 23:22:26+02"
"AAA00354976091004203";1611;1481;1518;;;;;;0;12055;4299;15632;45.7275;9.7127;294;;;;;;;;;;0;"2023-04-01 23:37:31+02"
"AAA00354976091004203";1580;1450;1493;;;;;;0;12055;4292;15705;45.7275;9.7127;294;;;;;;;;;;0;"2023-04-01 23:52:36+02"
"AAA00354976091004203";1553;1418;1468;;;;;;0;12055;4292;15705;45.7275;9.7127;294;;;;;;;;;;0;"2023-04-02 00:07:40+02"
"AAA00354976091004203";1525;1400;1450;;;;;;0;12055;4299;15778;45.7275;9.7127;294;;;;;;;;;;0;"2023-04-02 00:22:46+02"
"AAA00354976091004203";1495;1375;1418;;;;;;0;12055;4292;15778;45.7275;9.7127;294;;;;;;;;;;0;"2023-04-02 00:37:50+02"
"AAA00354976091004203";1467;1350;1393;;;;;;0;12055;4292;15778;45.7275;9.7127;294;;;;;;;;;;0;"2023-04-02 00:52:55+02"
"AAA00354976091004203";1438;1318;1368;;;;;;0;12055;4292;15923;45.7275;9.7127;294;;;;;;;;;;0;"2023-04-02 01:07:59+02"
"AAA00354976091004203";1409;1293;1350;;;;;;0;12055;4299;15923;45.7275;9.7127;294;;;;;;;;;;0;"2023-04-02 01:23:01+02"
"AAA00354976091004203";1384;1275;1325;;;;;;0;12055;4299;15923;45.7275;9.7127;294;;;;;;;;;;0;"2023-04-02 01:38:05+02"
"AAA00354976091004203";1356;1250;1300;;;;;;0;12055;4292;15923;45.7275;9.7127;294;;;;;;;;;;0;"2023-04-02 01:53:09+02"
"AAA00354976091004203";1331;1231;1287;;;;;;0;12055;4292;15923;45.7275;9.7127;294;;;;;;;;;;0;"2023-04-02 02:08:13+02"
"AAA00354976091004203";1304;1212;1268;;;;;;0;12055;4292;16069;45.7275;9.7127;305;;;;;;;;;;0;"2023-04-02 02:23:23+02"
"AAA00354976091004203";1283;1187;1318;;;;;;0;12120;4286;16069;45.7275;9.7127;305;;;;;;;;;;0;"2023-04-02 02:38:28+02"
"AAA00354976091004203";1260;1162;1237;;;;;;0;12055;4292;16142;45.7275;9.7127;305;;;;;;;;;;0;"2023-04-02 02:53:32+02"
"AAA00354976091004203";1235;1143;1200;;;;;;0;12055;4292;16142;45.7275;9.7127;305;;;;;;;;;;0;"2023-04-02 03:08:37+02"
"AAA00354976091004203";1211;1125;1181;;;;;;0;12055;4292;16069;45.7275;9.7127;305;;;;;;;;;;0;"2023-04-02 03:23:47+02"
"AAA00354976091004203";1191;1100;1156;;;;;;0;12055;4292;16142;45.7275;9.7127;305;;;;;;;;;;0;"2023-04-02 03:38:50+02"
"AAA00354976091004203";1191;1081;1137;;;;;;0;12055;4299;16288;45.7275;9.7127;305;;;;;;;;;;0;"2023-04-02 03:53:54+02"
"AAA00354976091004203";1169;1062;1118;;;;;;0;12055;4292;16215;45.7275;9.7127;305;;;;;;;;;;0;"2023-04-02 04:08:57+02"
"AAA00354976091004203";1149;1043;1106;;;;;;0;12055;4299;16288;45.7275;9.7127;305;;;;;;;;;;0;"2023-04-02 04:24:08+02"
"AAA00354976091004203";1128;1018;1087;;;;;;0;12055;4299;16288;45.7275;9.7127;305;;;;;;;;;;0;"2023-04-02 04:39:12+02"
"AAA00354976091004203";1110;1006;1075;;;;;;0;12055;4299;16288;45.7275;9.7127;305;;;;;;;;;;0;"2023-04-02 04:54:18+02"
"AAA00354976091004203";1091;993;1056;;;;;;0;12055;4299;16433;45.7275;9.7127;305;;;;;;;;;;0;"2023-04-02 05:09:22+02"
"AAA00354976091004203";1073;981;1050;;;;;;0;12055;4292;16433;45.7275;9.7127;305;;;;;;;;;;0;"2023-04-02 05:24:25+02"
"AAA00354976091004203";1061;962;1037;;;;;;0;12055;4299;16506;45.7275;9.7127;305;;;;;;;;;;0;"2023-04-02 05:39:30+02"
"AAA00354976091004203";1046;956;1025;;;;;;0;12055;4292;16506;45.7275;9.7127;305;;;;;;;;;;0;"2023-04-02 05:54:34+02"
"AAA00354976091004203";1031;943;1006;;;;;;0;12055;4292;16506;45.7275;9.7127;305;;;;;;;;;;0;"2023-04-02 06:09:38+02"
"AAA00354976091004203";1020;925;1000;;;;;;0;12055;4292;16506;45.7275;9.7127;301;;;;;;;;;;0;"2023-04-02 06:24:44+02"
"AAA00354976091004203";1004;912;1062;;;;;;0;12120;4279;16579;45.7275;9.7127;301;;;;;;;;;;0;"2023-04-02 06:39:49+02"
"AAA00354976091004203";992;906;987;;;;;;0;12055;4292;16579;45.7275;9.7127;301;;;;;;;;;;0;"2023-04-02 06:54:53+02"
"AAA00354976091004203";978;887;962;;;;;;0;12055;4292;16652;45.7275;9.7127;301;;;;;;;;;;0;"2023-04-02 07:09:57+02"
"AAA00354976091004203";966;875;950;;;;;;0;12055;4299;16652;45.7275;9.7127;301;;;;;;;;;;0;"2023-04-02 07:25:00+02"
"AAA00354976091004203";951;862;937;;;;;;0;12055;4299;16652;45.7275;9.7127;301;;;;;;;;;;0;"2023-04-02 07:40:03+02"
"AAA00354976091004203";940;856;931;;;;;;0;12055;4292;16725;45.7275;9.7127;301;;;;;;;;;;0;"2023-04-02 07:55:07+02"
"AAA00354976091004203";929;856;931;;;;;;0;12055;4292;16579;45.7275;9.7127;301;;;;;;;;;;0;"2023-04-02 08:10:12+02"
"AAA00354976091004203";924;856;943;;;;;;0;12055;4292;16725;45.7275;9.7127;301;;;;;;;;;;0;"2023-04-02 08:25:18+02"
"AAA00354976091004203";926;862;943;;;;;;0;12055;4292;16652;45.7275;9.7127;301;;;;;;;;;;0;"2023-04-02 08:40:22+02"
"AAA00354976091004203";923;868;943;;;;;;0;12055;4292;16725;45.7275;9.7127;301;;;;;;;;;;0;"2023-04-02 08:55:25+02"
"AAA00354976091004203";927;868;956;;;;;;0;12055;4292;16725;45.7275;9.7127;301;;;;;;;;;;0;"2023-04-02 09:10:29+02"
"AAA00354976091004203";954;906;1037;;;;;;0;12055;4292;16579;45.7275;9.7127;301;;;;;;;;;;0;"2023-04-02 09:25:34+02"
"AAA00354976091004203";979;956;1118;;;;;;0;12055;4292;16506;45.7275;9.7127;301;;;;;;;;;;0;"2023-04-02 09:40:38+02"
"AAA00354976091004203";997;981;1118;;;;;;0;12055;4299;16652;45.7275;9.7127;301;;;;;;;;;;0;"2023-04-02 09:55:42+02"
"AAA00354976091004203";1038;1012;1150;;;;;;0;12055;4292;16579;45.7275;9.7127;301;;;;;;;;;;0;"2023-04-02 10:10:46+02"
"AAA00354976091004203";1119;1118;1312;;;;;;0;12055;4292;16360;45.7275;9.7127;299;;;;;;;;;;0;"2023-04-02 10:25:58+02"
"AAA00354976091004203";1249;1256;1537;;;;;;0;12120;4292;16215;45.7275;9.7127;299;;;;;;;;;;0;"2023-04-02 10:41:01+02"
"AAA00354976091004203";1400;1412;1618;;;;;;0;12055;4292;16069;45.7275;9.7127;299;;;;;;;;;;0;"2023-04-02 10:56:06+02"
"AAA00354976091004203";1566;1556;1731;;;;;;0;12055;4292;15996;45.7275;9.7127;299;;;;;;;;;;0;"2023-04-02 11:11:11+02"
"AAA00354976091004203";1712;1693;1850;;;;;;0;12055;4292;15996;45.7275;9.7127;299;;;;;;;;;;0;"2023-04-02 11:26:17+02"
"AAA00354976091004203";1712;1825;1981;;;;;;0;12055;4292;15850;45.7275;9.7127;299;;;;;;;;;;0;"2023-04-02 11:41:22+02"
"AAA00354976091004203";1846;1950;2231;;;;;;0;12055;4292;15778;45.7275;9.7127;299;;;;;;;;;;0;"2023-04-02 11:56:26+02"
"AAA00354976091004203";1980;2087;2487;;;;;;0;12055;4292;15778;45.7275;9.7127;299;;;;;;;;;;0;"2023-04-02 12:11:31+02"
"AAA00354976091004203";2087;2193;2475;;;;;;0;12055;4292;15632;45.7275;9.7127;299;;;;;;;;;;0;"2023-04-02 12:26:36+02"
"AAA00354976091004203";2208;2243;2375;;;;;;0;12055;4299;15559;45.7275;9.7127;299;;;;;;;;;;0;"2023-04-02 12:41:42+02"
"AAA00354976091004203";2284;2281;2381;;;;;;0;12055;4299;15486;45.7275;9.7127;299;;;;;;;;;;0;"2023-04-02 12:56:47+02"
"AAA00354976091004203";2378;2306;2400;;;;;;0;12055;4292;15413;45.7275;9.7127;299;;;;;;;;;;0;"2023-04-02 13:11:52+02"
"AAA00354976091004203";2414;2337;2431;;;;;;0;12055;4299;15341;45.7275;9.7127;299;;;;;;;;;;0;"2023-04-02 13:27:02+02"
"AAA00354976091004203";2457;2362;2450;;;;;;0;12055;4299;15268;45.7275;9.7127;299;;;;;;;;;;0;"2023-04-02 13:42:07+02"
"AAA00354976091004203";2477;2393;2475;;;;;;0;12055;4299;15341;45.7275;9.7127;299;;;;;;;;;;0;"2023-04-02 13:57:13+02"
"AAA00354976091004203";2477;2393;2468;;;;;;0;12055;4299;15341;45.7275;9.7127;299;;;;;;;;;;0;"2023-04-02 14:12:19+02"
"AAA00354976091004203";2476;2381;2443;;;;;;0;12055;4292;15268;45.7275;9.7127;301;;;;;;;;;;0;"2023-04-02 14:27:29+02"
"AAA00354976091004203";2456;2362;2500;;;;;;0;12120;4286;15268;45.7275;9.7127;301;;;;;;;;;;0;"2023-04-02 14:42:35+02"
"AAA00354976091004203";2449;2350;2425;;;;;;0;12055;4292;15122;45.7275;9.7127;301;;;;;;;;;;0;"2023-04-02 14:57:40+02"
"AAA00354976091004203";2435;2337;2393;;;;;;0;12055;4292;15195;45.7275;9.7127;301;;;;;;;;;;0;"2023-04-02 15:12:46+02"
"AAA00354976091004203";2417;2318;2381;;;;;;0;12055;4292;15195;45.7275;9.7127;301;;;;;;;;;;0;"2023-04-02 15:27:50+02"
"AAA00354976091004203";2405;2293;2350;;;;;;0;12055;4292;15268;45.7275;9.7127;301;;;;;;;;;;0;"2023-04-02 15:42:56+02"
"AAA00354976091004203";2380;2262;2318;;;;;;0;12055;4299;15195;45.7275;9.7127;301;;;;;;;;;;0;"2023-04-02 15:58:02+02"
"AAA00354976091004203";2358;2237;2300;;;;;;0;12055;4299;15122;45.7275;9.7127;301;;;;;;;;;;0;"2023-04-02 16:13:07+02"
"AAA00354976091004203";2335;2218;2281;;;;;;0;12055;4299;15122;45.7275;9.7127;301;;;;;;;;;;0;"2023-04-02 16:28:16+02"
"AAA00354976091004203";2313;2193;2250;;;;;;0;12055;4299;15195;45.7275;9.7127;301;;;;;;;;;;0;"2023-04-02 16:43:21+02"
"AAA00354976091004203";2284;2156;2206;;;;;;0;12055;4292;15268;45.7275;9.7127;301;;;;;;;;;;0;"2023-04-02 16:58:26+02"
"AAA00354976091004203";2251;2118;2175;;;;;;0;12055;4299;15268;45.7275;9.7127;301;;;;;;;;;;0;"2023-04-02 17:13:33+02"
"AAA00354976091004203";2218;2093;2143;;;;;;0;12055;4299;15268;45.7275;9.7127;301;;;;;;;;;;0;"2023-04-02 17:28:37+02"
"AAA00354976091004203";2189;2062;2112;;;;;;0;12055;4299;15195;45.7275;9.7127;301;;;;;;;;;;0;"2023-04-02 17:43:42+02"
"AAA00354976091004203";2161;2031;2081;;;;;;0;12055;4299;15268;45.7275;9.7127;301;;;;;;;;;;0;"2023-04-02 17:58:47+02"
"AAA00354976091004203";2132;2000;2050;;;;;;0;12055;4292;15195;45.7275;9.7127;301;;;;;;;;;;0;"2023-04-02 18:13:52+02"
"AAA00354976091004203";2104;1968;2025;;;;;;0;12055;4299;15268;45.7275;9.7127;303;;;;;;;;;;0;"2023-04-02 18:28:58+02"
"AAA00354976091004203";2073;1950;2075;;;;;;0;12120;4292;15268;45.7275;9.7127;303;;;;;;;;;;0;"2023-04-02 18:44:03+02"
"AAA00354976091004203";2045;1918;1981;;;;;;0;12055;4292;15195;45.7275;9.7127;303;;;;;;;;;;0;"2023-04-02 18:59:08+02"
"AAA00354976091004203";2022;1900;1943;;;;;;0;12055;4299;15268;45.7275;9.7127;303;;;;;;;;;;0;"2023-04-02 19:14:13+02"
"AAA00354976091004203";1999;1875;1918;;;;;;0;12055;4306;15195;45.7275;9.7127;303;;;;;;;;;;0;"2023-04-02 19:29:17+02"
"AAA00354976091004203";1971;1843;1887;;;;;;0;12055;4299;15195;45.7275;9.7127;303;;;;;;;;;;0;"2023-04-02 19:44:23+02"
"AAA00354976091004203";1945;1812;1856;;;;;;0;12055;4299;15341;45.7275;9.7127;303;;;;;;;;;;0;"2023-04-02 19:59:29+02"
